Student_ID,Age,Gender,Academic_Level,Country,Avg_Daily_Usage_Hours,Most_Used_Platform,Affects_Academic_Performance,Sleep_Hours_Per_Night,Mental_Health_Score,Relationship_Status,Conflicts_Over_Social_Media,Addicted_Score
26598,19,Female,Graduate,Nepal,3.650081605218509,Facebook,Yes,6.320539027287279,7,In Relationship,3,4
26599,19,Female,Graduate,Mexico,2.726930164031207,Instagram,Yes,7.5829996960878905,6,Single,2,4
26600,21,Male,High School,Australia,5.027214963330437,Instagram,No,8.228159632499654,6,In Relationship,2,9
26601,22,Female,Graduate,South Korea,7.498354394745691,Instagram,Yes,6.843649380233573,6,In Relationship,4,6
26602,25,Male,Graduate,Maldives,4.752670806024296,TikTok,No,8.464016637944491,7,Single,2,6
26603,22,Female,Graduate,Switzerland,5.712325874913122,WhatsApp,Yes,5.300616691827576,4,Single,1,4
26604,22,Male,Undergraduate,Russia,2.442096478551833,TikTok,No,7.360393862453038,7,In Relationship,3,7
26605,22,Female,Undergraduate,Yemen,5.456302435661925,VKontakte,Yes,7.030544197730459,4,Single,1,6
26606,19,Female,Graduate,Mexico,3.5194245541985074,Instagram,Yes,6.129625361708424,7,In Relationship,3,7
26607,18,Female,Graduate,New Zealand,7.653772272971018,Facebook,No,8.516201478873924,6,In Relationship,2,7
26608,20,Female,Undergraduate,Romania,5.2820091341471915,Instagram,Yes,7.934249772808519,5,In Relationship,3,8
26609,18,Female,High School,Australia,4.336015872967782,TikTok,No,5.9827564159533235,5,Single,4,9
26610,21,Male,Undergraduate,India,5.869584938930505,Facebook,No,8.064343075285658,8,Single,4,9
26611,21,Female,Graduate,Spain,6.211943799363031,Instagram,No,4.06671675065679,4,Single,2,5
26612,23,Male,Undergraduate,Afghanistan,6.555895008903677,TikTok,Yes,7.041736238678903,6,In Relationship,5,4
26613,20,Female,Graduate,Poland,5.23154167362333,Facebook,No,8.704604067470148,6,Single,3,7
26614,22,Male,Graduate,Sri Lanka,8.122408653235832,Instagram,Yes,8.394575249301852,4,Single,1,2
26615,26,Male,Graduate,Singapore,5.5330355293361215,LINE,Yes,8.507459921920484,4,In Relationship,2,4
26616,18,Female,Graduate,Singapore,6.277774113803663,Instagram,Yes,6.199734523255328,7,Single,1,3
26617,21,Female,Graduate,Russia,4.5328260295937115,Facebook,No,5.9402774312038265,6,In Relationship,2,7
26618,20,Male,Undergraduate,Denmark,3.1731784298303363,Instagram,No,6.321541897067401,8,Complicated,4,7
26619,22,Female,Graduate,India,7.0527764071266175,TikTok,No,6.643920786724869,6,Single,4,6
26620,21,Female,Undergraduate,Denmark,7.2166058352167886,TikTok,Yes,7.58820105450436,5,In Relationship,1,8
26621,19,Female,Undergraduate,Poland,2.9200700260690495,Twitter,Yes,8.209236130954395,7,Single,2,5
26622,19,Male,Graduate,Poland,2.7119891566065086,LinkedIn,No,5.815259147439027,5,Single,4,8
26623,20,Male,Undergraduate,India,6.9225443848810215,TikTok,Yes,5.382466326845064,7,Single,4,7
26624,22,Female,Graduate,Nepal,6.275333478701548,WhatsApp,Yes,7.22220898039884,4,In Relationship,1,6
26625,20,Female,Graduate,Denmark,5.4829488719764505,TikTok,No,7.333567108287798,4,In Relationship,2,6
26626,22,Male,Graduate,Ireland,4.594478591754138,WeChat,Yes,6.9113527780686805,7,Single,1,8
26627,20,Male,Graduate,Germany,7.402963935357613,Instagram,Yes,6.169745549572686,8,Single,1,8
26628,22,Male,Undergraduate,Vietnam,6.478815698313049,Instagram,Yes,7.694511415169746,5,Single,4,6
26629,22,Female,Graduate,Germany,4.697883089892138,Facebook,Yes,5.990768784464544,6,In Relationship,1,5
26630,25,Female,Graduate,Bangladesh,5.209346470123333,Instagram,Yes,6.856705583672728,4,In Relationship,3,4
26631,21,Male,Undergraduate,UK,4.498212492723429,TikTok,Yes,7.57577216304461,5,Complicated,4,4
26632,18,Male,Undergraduate,Luxembourg,5.666529543778166,Instagram,Yes,7.12209234721114,6,In Relationship,3,5
26633,20,Female,Undergraduate,Italy,6.098795517773026,TikTok,No,7.922039441805533,8,Single,2,7
26634,21,Male,Undergraduate,South Korea,5.389000957419345,Instagram,No,6.2031111989372185,6,Single,3,9
26635,21,Male,Undergraduate,Russia,3.480786283921298,Instagram,Yes,7.297491581843313,5,Single,1,6
26636,20,Male,Undergraduate,UAE,3.664509515003249,TikTok,No,6.435102760526701,7,Single,4,8
26637,20,Female,Graduate,Canada,5.40140689223597,TikTok,Yes,7.392629627943869,5,In Relationship,3,6
26638,21,Male,Undergraduate,Slovenia,5.0869831640357726,Snapchat,No,5.376234147711047,6,Single,3,9
26639,21,Female,Graduate,Malaysia,4.898130902197883,Instagram,Yes,7.2470896950464105,7,In Relationship,2,8
26640,21,Female,Undergraduate,Maldives,5.921158381465031,Facebook,Yes,7.637303731306918,7,In Relationship,3,9
26641,21,Male,Undergraduate,Hungary,5.793493850224378,WeChat,Yes,4.861658170905679,6,In Relationship,4,4
26642,20,Female,Graduate,Mexico,4.995200821918394,WhatsApp,No,6.521871821716571,7,Single,3,9
26643,19,Male,Undergraduate,Pakistan,4.5293071093985695,Instagram,No,7.0897920145494675,6,Single,2,3
26644,18,Female,Graduate,Bangladesh,3.9588994829392563,Instagram,Yes,7.496021970862431,5,Single,3,6
26645,18,Female,Undergraduate,India,4.614464585426706,Facebook,Yes,6.9714740996596305,5,Single,4,3
26646,19,Female,Undergraduate,Sri Lanka,3.5723215008307427,TikTok,Yes,6.636860091862582,8,Single,3,6
26647,20,Male,Graduate,Spain,5.139859485011601,TikTok,Yes,7.663422050420531,5,In Relationship,4,5
26648,19,Female,Undergraduate,Switzerland,3.7715029229191033,Instagram,No,6.326320573314297,8,In Relationship,3,5
26649,18,Male,Undergraduate,South Korea,2.861741513389305,TikTok,Yes,6.428296663639207,6,Single,2,8
26650,18,Female,Graduate,Maldives,4.392246050331432,Instagram,Yes,8.029917511495784,6,Single,1,4
26651,25,Male,Undergraduate,Germany,4.258428281493005,Instagram,Yes,7.730663988409067,6,Single,5,8
26652,24,Male,Graduate,Mexico,4.02967607682592,WeChat,Yes,6.5740825205122535,4,Single,3,6
26653,24,Female,Graduate,USA,5.121094623668473,TikTok,No,5.193896633178149,4,Single,3,7
26654,19,Female,Graduate,Turkey,2.775935263144258,Facebook,Yes,7.759896518036992,5,In Relationship,4,6
26655,19,Female,Graduate,Japan,5.3872265178071075,YouTube,Yes,6.660588916426878,6,Single,5,7
26656,20,Female,Graduate,Italy,7.077770898510444,Instagram,Yes,7.860401490692235,6,In Relationship,6,7
26657,18,Female,Graduate,Australia,6.214782343142976,Instagram,Yes,5.540444433935262,7,Single,3,4
26658,21,Female,Graduate,Bangladesh,5.613781748756256,Instagram,No,4.677440371554285,8,In Relationship,1,8
26659,19,Male,Undergraduate,Denmark,7.455610295783535,Snapchat,Yes,6.747599696331065,6,Single,3,7
26660,21,Male,Graduate,Brazil,3.4829281393609866,TikTok,Yes,6.445419244005823,5,In Relationship,4,4
26661,21,Female,Graduate,Poland,8.145317592983714,TikTok,No,7.069764006316129,5,In Relationship,5,6
26662,21,Female,Undergraduate,India,5.603394259946649,WhatsApp,No,6.475635732018846,4,Single,3,6
26663,20,Male,Graduate,India,7.7611282827132975,LinkedIn,Yes,9.73054663032477,8,Single,1,6
26664,19,Male,Graduate,Sri Lanka,5.560555805778056,Facebook,No,6.05275420429421,8,Single,4,7
26665,20,Female,Graduate,Denmark,5.1384562841697665,Twitter,No,7.967772104045389,5,In Relationship,4,8
26666,20,Female,Undergraduate,South Korea,5.621240882220203,TikTok,Yes,5.389564299153202,7,Single,5,8
26667,25,Male,Undergraduate,Germany,2.754933056282957,Instagram,No,7.877826302865533,6,In Relationship,3,7
26668,20,Female,Undergraduate,UK,4.034165475989525,WhatsApp,No,6.918389664109307,8,In Relationship,2,7
26669,18,Female,Undergraduate,Switzerland,3.315753855937304,TikTok,No,5.015978804935175,6,Single,3,7
26670,20,Male,Graduate,Canada,6.200782474920098,Instagram,Yes,3.5780062224191926,8,Single,4,5
26671,19,Male,Undergraduate,Pakistan,4.164204214003397,WhatsApp,Yes,6.380862898776223,8,Single,4,7
26672,19,Female,Undergraduate,India,5.697111318354514,TikTok,Yes,8.571726789950853,6,In Relationship,1,6
26673,22,Male,Undergraduate,UK,3.929728855441236,Instagram,Yes,5.0633731596147165,7,Single,3,6
26674,24,Female,Undergraduate,Italy,3.3604815899541114,Facebook,Yes,6.198076977228854,8,Single,3,5
26675,22,Male,Graduate,Switzerland,8.249150284787335,LinkedIn,Yes,7.38327196635495,5,Single,3,6
26676,21,Female,High School,Canada,4.252276018585162,Instagram,Yes,6.817800221386055,7,In Relationship,1,7
26677,20,Male,Graduate,Turkey,5.00683573056864,TikTok,Yes,5.8553521600225995,5,Single,6,10
26678,21,Female,Undergraduate,Montenegro,6.177075859658609,Instagram,No,6.340298975211464,6,In Relationship,1,7
26679,22,Male,Undergraduate,Nepal,2.7659115874427878,Instagram,Yes,7.297951457603228,6,Single,1,7
26680,22,Male,Undergraduate,India,2.1714976221847326,Facebook,Yes,6.367376376022744,9,Single,2,10
26681,24,Female,Undergraduate,Denmark,6.559994732946203,Facebook,Yes,6.303147477015077,5,Single,3,7
26682,24,Male,Undergraduate,Malaysia,3.6089138651903383,Instagram,Yes,6.772955410313064,5,In Relationship,3,4
26683,21,Male,Graduate,Albania,4.346199812546871,Instagram,Yes,7.367024407995908,6,In Relationship,3,8
26684,21,Male,Graduate,Denmark,3.103201540191304,Facebook,Yes,4.985816909329704,4,Single,2,5
26685,18,Male,Graduate,Bangladesh,3.573932927764199,TikTok,No,6.61151047639656,6,In Relationship,3,7
26686,19,Female,Graduate,Mexico,7.070529023706817,LinkedIn,No,5.834614918233283,5,Single,2,8
26687,19,Female,Graduate,Italy,4.776977627272516,TikTok,Yes,5.747852506159635,6,In Relationship,3,6
26688,20,Male,Undergraduate,Pakistan,6.193184682465635,TikTok,Yes,6.780271433574646,8,Single,3,9
26689,25,Female,Graduate,Germany,3.52890517434588,LinkedIn,Yes,6.161895611293286,7,In Relationship,1,5
26690,23,Male,Graduate,UAE,4.371711674676378,Twitter,No,8.154564908962026,4,In Relationship,3,8
26691,19,Male,Graduate,Pakistan,6.438818579920692,Facebook,Yes,6.002642098320806,5,In Relationship,2,8
26692,22,Female,Graduate,Ireland,4.377651959210043,Facebook,Yes,7.250082451932263,5,Single,1,7
26693,22,Male,Undergraduate,India,3.3412913747288737,TikTok,Yes,6.439544687713373,7,In Relationship,3,8
26694,23,Male,Undergraduate,Russia,6.6631161565331265,Facebook,No,7.117007133443384,6,Complicated,2,4
26695,20,Male,Undergraduate,Turkey,2.7888250742694853,Instagram,Yes,6.91029805369462,5,Single,1,5
26696,19,Male,Undergraduate,France,6.604527192332224,Facebook,No,8.740502955326846,5,In Relationship,5,5
26697,23,Female,Undergraduate,Venezuela,4.257002922071494,Instagram,No,4.476845264152298,6,In Relationship,3,3
26698,20,Female,High School,Denmark,2.8597280214417324,TikTok,No,8.613848391030123,6,Complicated,1,7
26699,18,Male,Undergraduate,Japan,5.09270314125561,Instagram,Yes,5.582597404054887,8,Single,1,6
26700,21,Female,Undergraduate,Georgia,3.9287711389858484,LINE,Yes,7.948139334931735,7,Single,2,7
26701,21,Female,Graduate,Sri Lanka,3.7275471049222677,Facebook,Yes,6.23233905987942,7,Single,4,9
26702,18,Male,Undergraduate,Canada,6.670380193492504,TikTok,Yes,4.756277833937293,5,In Relationship,3,8
26703,19,Male,Graduate,Nepal,5.014984894559773,Instagram,Yes,7.524398145363221,9,Single,4,8
26704,21,Female,Undergraduate,USA,4.5106828461420445,Instagram,Yes,5.657665720595688,8,Single,5,6
26705,21,Female,Undergraduate,India,3.3993455664090195,Facebook,No,7.917181295997436,6,Single,3,7
26706,19,Female,Undergraduate,India,6.109171608222367,TikTok,No,5.818384709205001,6,Single,1,8
26707,19,Male,Graduate,India,6.502801863731723,Snapchat,Yes,8.774808831472217,8,In Relationship,2,5
26708,21,Male,Undergraduate,Pakistan,4.576436608258019,Twitter,Yes,7.407492534024739,6,In Relationship,3,9
26709,18,Male,Graduate,USA,3.313021319850915,Facebook,Yes,5.760596224224946,8,Single,0,6
26710,19,Male,Undergraduate,Yemen,6.022062017137519,Instagram,Yes,6.526160826717714,6,In Relationship,2,6
26711,20,Male,Graduate,Sri Lanka,4.726800537955354,Twitter,Yes,4.497002948642121,7,In Relationship,4,6
26712,19,Female,Undergraduate,USA,4.6562932844186555,Facebook,Yes,7.050047778330463,7,Single,2,7
26713,22,Male,Undergraduate,Canada,4.944639919406787,Instagram,Yes,5.97045230817859,6,In Relationship,2,8
26714,20,Female,Graduate,Canada,2.8215956700357334,KakaoTalk,Yes,6.936201771394349,6,In Relationship,1,3
26715,24,Male,Undergraduate,Vatican City,4.230510781040535,WeChat,No,7.741544936564122,6,Complicated,2,9
26716,19,Female,High School,France,5.67533224824955,TikTok,No,6.15142868602093,5,Single,2,7
26717,19,Male,Graduate,Switzerland,3.447330439152739,TikTok,Yes,7.86546773473311,6,In Relationship,4,6
26718,20,Male,Undergraduate,Mexico,4.580922560476706,Instagram,No,3.6425609761767213,6,In Relationship,3,6
26719,23,Female,Graduate,China,4.490872531962927,Instagram,Yes,7.127719925302974,8,In Relationship,4,5
26720,23,Female,Undergraduate,Spain,5.232700004150617,KakaoTalk,Yes,8.287002083043264,5,In Relationship,2,7
26721,20,Female,Undergraduate,South Korea,1.7034251002245018,Facebook,Yes,7.480625870175326,5,In Relationship,4,6
26722,25,Female,Undergraduate,USA,5.232487134271729,Facebook,No,7.254654759351541,6,In Relationship,5,6
26723,18,Male,Graduate,Japan,4.744399398685536,LINE,No,7.331557336130806,6,Single,4,2
26724,18,Female,Undergraduate,Mexico,4.538132473478414,Twitter,Yes,7.157232581299053,6,Single,3,7
26725,20,Male,Undergraduate,Italy,5.126052072444628,TikTok,No,6.301932946633825,6,In Relationship,3,8
26726,19,Male,Graduate,Australia,4.945776022165832,Instagram,No,6.488501187856442,7,In Relationship,4,7
26727,21,Male,Graduate,Netherlands,4.882701426875721,Facebook,Yes,6.971325971356195,8,Single,3,4
26728,18,Male,Undergraduate,Russia,3.8436679793842874,Instagram,Yes,5.111311348223302,4,Single,5,5
26729,24,Male,Graduate,Nepal,5.6481790658046345,Instagram,Yes,6.362301389711379,8,In Relationship,3,4
26730,21,Female,Graduate,Singapore,6.1530183052706295,WeChat,Yes,7.525823344277655,7,In Relationship,4,7
26731,23,Male,Undergraduate,India,6.245567882774626,LINE,No,6.888170473336897,8,Single,5,7
26732,22,Male,Undergraduate,Poland,4.033400824336538,Facebook,Yes,7.230855936129591,8,In Relationship,2,2
26733,18,Male,Graduate,Kazakhstan,5.406190229543354,TikTok,Yes,6.010105596821094,4,Single,4,9
26734,18,Male,Undergraduate,Denmark,5.958929275322912,Snapchat,No,4.745987872768885,9,In Relationship,4,2
26735,23,Female,Undergraduate,Italy,4.580627441405693,VKontakte,No,6.246826826609055,7,In Relationship,4,8
26736,19,Male,Undergraduate,USA,5.375097120535198,WhatsApp,Yes,6.097501193268779,4,Single,3,5
26737,21,Male,Undergraduate,India,2.9869578030650077,TikTok,Yes,6.854319994216678,5,Single,1,4
26738,20,Female,Undergraduate,Ireland,3.3290209509229625,Facebook,No,7.13238585984281,5,In Relationship,3,7
26739,20,Female,Undergraduate,Bangladesh,6.397141315857455,WeChat,Yes,5.848470751608991,6,Single,4,6
26740,22,Female,Graduate,Netherlands,6.084663055933793,TikTok,Yes,7.0932130825790605,5,Single,3,8
26741,20,Female,Graduate,Japan,6.837492560526274,Instagram,No,7.684549518657059,7,Single,1,8
26742,23,Male,Undergraduate,India,2.912345411403935,TikTok,No,7.6435026855405095,6,In Relationship,5,6
26743,22,Female,Undergraduate,Sri Lanka,5.946142242176194,Instagram,Yes,8.13198747865516,4,In Relationship,4,6
26744,21,Male,Undergraduate,Australia,5.277132956189592,TikTok,Yes,6.901231299590263,8,Single,1,8
26745,20,Male,Graduate,Turkey,4.097732115308942,Facebook,No,5.468116933095436,4,Complicated,5,7
26746,19,Male,Graduate,Finland,2.096810595988689,TikTok,Yes,5.932337525465607,5,Single,3,6
26747,22,Male,Graduate,Nepal,3.8464626854523996,TikTok,Yes,6.930190333733529,6,Single,4,8
26748,24,Female,Graduate,Japan,4.273570862047954,WhatsApp,Yes,7.112666709294784,4,Single,1,6
26749,23,Male,Graduate,Ireland,4.725617417973334,Instagram,Yes,4.766466471142535,8,Single,4,5
26750,20,Male,High School,Russia,4.162583688017463,WeChat,No,7.3359113243910254,7,In Relationship,3,2
26751,19,Female,Undergraduate,Russia,6.67899500014118,TikTok,No,7.451095947728041,9,Single,5,8
26752,19,Male,Undergraduate,Sri Lanka,5.179983331859736,VKontakte,No,6.112956486467094,4,Single,3,4
26753,22,Female,Undergraduate,Poland,2.919410441318456,Instagram,No,6.998010621137551,8,Complicated,2,3
26754,22,Female,Undergraduate,USA,2.272368179855608,Instagram,No,7.7456178530103,7,In Relationship,3,8
26755,20,Male,Graduate,Spain,6.638422377752285,Facebook,No,8.169659837495653,8,Single,4,2
26756,19,Male,Undergraduate,Israel,6.407501848035936,TikTok,Yes,7.333340158558923,6,Single,5,5
26757,21,Male,Undergraduate,Turkey,5.723599942286649,Facebook,Yes,8.067041572372673,6,Single,2,6
26758,20,Male,High School,Poland,5.193835795558658,Facebook,No,6.404416442868757,8,Single,2,7
26759,19,Male,Graduate,India,5.830647076225738,Instagram,No,6.024946372587978,5,Single,3,7
26760,24,Male,Graduate,Ireland,2.127574345394977,Instagram,Yes,9.152173127376944,6,Single,3,7
26761,21,Male,Undergraduate,Kuwait,5.130316559607701,TikTok,Yes,6.604785883705356,6,In Relationship,3,5
26762,22,Male,Undergraduate,Nepal,3.1175525133059883,Instagram,No,5.56133757453439,7,Single,3,6
26763,18,Male,Undergraduate,Ireland,5.303977317443858,KakaoTalk,Yes,6.622267923899792,8,In Relationship,2,7
26764,21,Male,Graduate,Italy,4.372206403258389,LINE,No,8.495989773671543,4,In Relationship,3,9
26765,20,Male,High School,Nepal,4.881254977305054,WhatsApp,Yes,5.988377514951858,6,Single,2,6
26766,22,Male,Graduate,Italy,4.310597790242664,WhatsApp,No,5.449573612095408,7,Single,1,9
26767,20,Male,Undergraduate,Denmark,3.514794827058036,Snapchat,No,8.611628888652298,6,In Relationship,2,8
26768,18,Male,Undergraduate,Trinidad,5.526234457739713,WeChat,Yes,6.081107642390891,7,Single,2,9
26769,18,Female,Graduate,USA,3.6913425035217164,WhatsApp,Yes,6.144801633645179,8,Single,4,8
26770,23,Female,Graduate,Japan,6.1562855383262995,Instagram,No,5.545860270792318,6,In Relationship,3,3
26771,23,Female,Undergraduate,Mexico,4.2933270697716335,Instagram,Yes,7.698240163642024,4,Single,2,8
26772,22,Male,Undergraduate,New Zealand,6.349126423811134,TikTok,Yes,8.487261761846614,5,In Relationship,2,9
26773,23,Male,Undergraduate,Canada,3.354628354522506,TikTok,Yes,7.329481276997423,7,Single,2,7
26774,19,Female,Graduate,China,2.650064508945685,TikTok,Yes,6.606883296832698,7,In Relationship,3,7
26775,24,Female,Graduate,Bangladesh,5.058233521531914,TikTok,Yes,9.107388124305542,7,Single,3,6
26776,21,Male,Undergraduate,Malta,5.034199220260565,VKontakte,Yes,6.118883152093934,6,Single,3,9
26777,23,Female,Graduate,USA,3.551013441698922,Instagram,Yes,6.693692808723487,8,Single,1,7
26778,20,Female,Graduate,Canada,6.080398498581136,Twitter,Yes,5.517600964968096,6,Single,4,6
26779,22,Female,Undergraduate,Turkey,1.0128525223103093,TikTok,Yes,5.755297874080912,8,Single,3,6
26780,20,Female,Graduate,Pakistan,5.304156985219861,Instagram,No,8.939330089852604,9,Single,3,3
26781,21,Male,High School,Ireland,5.831521787844043,Twitter,No,5.00311282627667,8,In Relationship,1,7
26782,24,Male,Undergraduate,Sri Lanka,4.4174474572413365,Instagram,Yes,4.304650171790266,5,Single,4,7
26783,18,Male,Undergraduate,USA,4.395134988257925,Facebook,No,6.676666428720208,6,In Relationship,4,6
26784,20,Female,Graduate,USA,4.514328904718248,Facebook,Yes,6.466882189911673,7,In Relationship,2,7
26785,18,Male,Undergraduate,Lebanon,5.983766113337506,LinkedIn,Yes,7.78648337956225,7,Single,4,10
26786,18,Male,Graduate,USA,6.915524269988044,LINE,No,7.351253915762756,6,Single,2,6
26787,23,Male,Undergraduate,Pakistan,5.093293250364262,TikTok,Yes,6.130165380189295,8,In Relationship,5,6
26788,23,Female,Undergraduate,Canada,4.304089123228841,TikTok,No,9.10235604581966,8,Single,3,3
26789,20,Male,Graduate,Brazil,7.0884199761571285,Facebook,No,5.262464499758296,5,Single,4,9
26790,18,Female,Graduate,China,4.186324216881113,Instagram,Yes,6.166268676845125,6,Single,4,4
26791,18,Female,Undergraduate,Italy,8.319516494222917,TikTok,No,6.5318602457710515,7,Single,2,7
26792,23,Female,Graduate,China,6.383467110440559,Instagram,Yes,7.221201376963109,5,In Relationship,1,9
26793,24,Female,Undergraduate,Slovenia,7.224943887866597,LinkedIn,Yes,9.818726022087262,7,Single,2,7
26794,23,Male,Undergraduate,Denmark,4.227628801671495,Facebook,No,4.441009703725415,6,Complicated,3,6
26795,18,Female,Undergraduate,Germany,5.4816500160172605,TikTok,Yes,5.750739508030158,5,Single,1,8
26796,18,Male,Graduate,Malaysia,4.6234389835434,Snapchat,No,9.29208400032544,8,Single,4,8
26797,23,Female,High School,Australia,3.607769074484131,LinkedIn,No,8.966297107704323,7,Single,3,6
26798,20,Female,Graduate,South Korea,5.1149623302832525,Snapchat,No,5.386005095462768,5,In Relationship,4,10
26799,25,Female,Undergraduate,Germany,1.9188558907267876,Instagram,No,6.564187201447411,7,In Relationship,4,4
26800,21,Female,Graduate,India,4.666735496720042,Twitter,Yes,5.38795532753328,7,Single,4,5
26801,22,Female,Graduate,Switzerland,1.6727415405980275,Snapchat,No,7.2767331051224815,6,Single,5,4
26802,20,Male,Graduate,Singapore,7.090382793501617,TikTok,No,8.116046474723479,6,Single,2,7
26803,23,Male,Graduate,Turkey,3.9842658251134058,Instagram,No,7.551111607829678,7,Complicated,5,8
26804,21,Female,Graduate,India,2.9972684174068047,TikTok,Yes,5.222712906808267,9,Single,2,8
26805,21,Female,Undergraduate,Spain,4.9066938532992666,TikTok,Yes,7.254640049773004,4,Single,1,8
26806,19,Female,Graduate,Mexico,4.67254452087188,TikTok,Yes,9.041195677434622,7,In Relationship,3,8
26807,22,Male,Graduate,Poland,4.769698245914618,Instagram,Yes,7.639510247462937,6,In Relationship,4,8
26808,20,Female,Graduate,China,5.003712209440755,TikTok,Yes,7.962956000174758,7,In Relationship,3,7
26809,24,Male,Undergraduate,Nepal,4.888007607097816,Instagram,No,7.9193691912395625,6,In Relationship,3,5
26810,21,Male,Graduate,Italy,3.1792753899342614,Facebook,Yes,6.502231983771995,7,Single,4,5
26811,19,Female,Graduate,Peru,4.1044774488557225,Instagram,Yes,6.949986002525404,5,Single,2,4
26812,20,Male,Graduate,Ireland,5.772233892230713,Instagram,Yes,6.249770375134803,5,In Relationship,2,7
26813,21,Female,Undergraduate,Poland,5.431943607571064,TikTok,No,8.644982223682605,7,In Relationship,5,5
26814,21,Female,Undergraduate,South Korea,4.1050739888749295,LINE,Yes,5.735472473512572,7,In Relationship,2,8
26815,18,Female,Undergraduate,India,3.8226416172676334,TikTok,Yes,7.27027416304123,6,In Relationship,4,5
26816,23,Male,Undergraduate,Italy,4.532329937769511,Facebook,Yes,6.7656827153613115,5,Single,1,9
26817,22,Male,Graduate,Sri Lanka,5.12145481738986,Instagram,No,7.677031574319983,5,In Relationship,0,3
26818,22,Female,Graduate,Canada,6.243439163731647,TikTok,Yes,6.0354668252922465,7,Single,3,6
26819,20,Female,Graduate,USA,7.349385898778764,Facebook,Yes,8.0870873564207,7,In Relationship,2,5
26820,22,Female,Undergraduate,Japan,6.205134988230973,TikTok,Yes,4.042220630027648,5,Single,1,4
26821,19,Male,Graduate,Switzerland,6.062169392477786,Instagram,No,7.366978283072762,9,Single,2,3
26822,20,Female,Graduate,Brazil,4.565450984409803,Facebook,Yes,6.742199246440642,6,Single,5,6
26823,20,Female,Undergraduate,Spain,5.969708194708847,Instagram,Yes,5.978404134479514,8,In Relationship,3,4
26824,23,Male,Undergraduate,USA,3.695111333885373,Facebook,Yes,7.1479404199987995,5,Single,3,7
26825,23,Female,High School,Germany,3.5080586323931406,TikTok,Yes,6.643441112680093,5,Single,2,8
26826,18,Male,Graduate,Italy,5.201421637248587,Instagram,Yes,7.647934775477818,8,Single,3,9
26827,22,Male,Graduate,Pakistan,3.932531713877622,Instagram,No,5.917912465995822,5,Single,2,3
26828,19,Male,Graduate,Germany,5.2112830489951865,Facebook,Yes,7.7535794954112935,7,In Relationship,3,7
26829,22,Female,Graduate,Australia,3.222135996231355,WhatsApp,No,5.730684801720557,9,Single,2,4
26830,22,Female,Undergraduate,Germany,2.6578994499407185,Instagram,Yes,8.227209071410444,6,Single,4,4
26831,19,Male,Graduate,Switzerland,6.916747323557091,KakaoTalk,Yes,6.094180361621985,7,Single,2,6
26832,19,Female,Undergraduate,Bangladesh,5.803211955632779,Instagram,No,8.365660042631982,7,Single,3,8
26833,20,Female,Graduate,Italy,3.034681424523625,Instagram,Yes,7.308527404853548,9,Single,2,7
26834,26,Female,Graduate,Germany,4.666583283831105,VKontakte,No,5.466151298013708,6,In Relationship,0,4
26835,20,Male,Undergraduate,France,3.7123453133465203,Facebook,Yes,6.782142637743359,9,Single,1,10
26836,19,Female,Undergraduate,Germany,7.569266427800794,Facebook,Yes,6.404162336577233,6,In Relationship,3,5
26837,20,Male,Graduate,France,5.529416908298728,TikTok,Yes,7.445686057150741,6,Single,4,5
26838,18,Female,Undergraduate,France,4.275801693613786,Instagram,Yes,6.765991091681786,6,Single,2,7
26839,20,Male,High School,China,5.593120259774037,Facebook,No,6.850201197137812,8,Single,4,6
26840,21,Male,Undergraduate,Malaysia,4.672461455189055,Instagram,Yes,8.49919115761068,5,Single,2,6
26841,21,Male,Undergraduate,Australia,6.259880396384603,Instagram,No,4.6267778503401455,5,In Relationship,1,6
26842,22,Male,Undergraduate,Ireland,5.195470997693193,LinkedIn,Yes,8.485926615770575,5,Single,1,3
26843,19,Female,Graduate,Poland,2.632910007030565,Instagram,Yes,6.5975444371593746,5,Single,3,8
26844,21,Male,Graduate,Kenya,6.557384177929291,Instagram,Yes,8.11185241162159,8,Single,3,4
26845,20,Female,Graduate,UK,4.874201503577803,Facebook,Yes,7.086782796526196,8,In Relationship,1,5
26846,22,Female,Graduate,Maldives,3.4808340184762723,WhatsApp,Yes,6.471329832278138,6,Single,5,6
26847,18,Male,Undergraduate,UK,4.339690856593538,Instagram,Yes,7.736021930675495,5,In Relationship,3,5
26848,19,Female,Undergraduate,Finland,3.9740149899177513,TikTok,Yes,6.364398857477163,6,Single,3,6
26849,21,Female,Undergraduate,India,4.976620492476973,Instagram,No,7.360153018318134,6,Single,2,3
26850,18,Male,Graduate,Maldives,3.6022168191295796,TikTok,No,6.826068069788422,5,Single,3,6
26851,22,Male,Undergraduate,USA,4.265158857979429,Instagram,No,6.23926272213627,7,In Relationship,1,5
26852,21,Female,Undergraduate,India,5.559910997361397,WhatsApp,Yes,6.80838229735481,5,Single,2,5
26853,18,Female,Undergraduate,Monaco,3.863446309802279,LinkedIn,Yes,7.609201501222205,9,Single,4,9
26854,22,Male,Graduate,Switzerland,5.1710113083559905,Instagram,Yes,4.669005084447251,7,Single,3,7
26855,19,Male,Graduate,Japan,4.936882156095124,TikTok,Yes,6.341505127661163,8,Single,3,3
26856,20,Female,Undergraduate,Ireland,4.129751635666385,Instagram,Yes,7.11060253493892,5,In Relationship,4,8
